E0, Erec, Ee', pex, pey, pez, Ep, ppx, ppy, ppz 
1.82011,1.39166,1.2564,0.138663,0.420276,1.17588,1.07353,0.268465,0.388007,0.222445
1.5192,1.30394,1.19616,-0.286286,-0.278352,1.12755,1.04605,0.382397,0.171047,0.195917
2.0428,2.00125,1.8422,0.29714,-0.380249,1.77787,1.09733,-0.314701,0.431654,0.195982
1.72801,1.47119,1.34214,0.07914,-0.390155,1.28174,1.06732,0.282751,0.237156,0.350177
1.63252,1.59045,1.30627,0.463403,0.229155,1.19962,1.22245,-0.548215,-0.288669,0.479757
7.08008,2.5444,2.47534,0.622753,0.530965,2.33614,1.00733,0.33128,0.0177693,0.155908
1.92914,1.86258,1.65642,-0.357495,-0.334312,1.58246,1.14443,0.287417,0.41798,0.41479
2.85827,1.77259,1.17882,0.224423,0.386633,1.09076,1.53204,-0.399471,-0.365747,1.08326
2.52053,2.4789,2.20994,-0.632089,-0.205822,2.10759,1.20723,0.644477,0.256088,0.310041
2.82564,2.00524,1.87668,-0.024018,0.505585,1.80714,1.06683,0.196405,-0.301543,0.358151
1.86624,1.82518,1.70223,-0.487151,-0.0268226,1.63081,1.06123,0.427144,0.0179944,0.251143
2.29178,1.82325,1.42993,0.208036,-0.364429,1.36698,1.33159,-0.602758,0.294557,0.66535
2.23388,1.38366,1.18968,-0.0685076,-0.450171,1.09909,1.13225,-0.255567,0.262094,0.517335
2.45714,1.48452,1.23032,0.0663055,-0.570908,1.08782,1.19247,-0.10983,0.275925,0.673381
1.21528,1.2094,1.13875,0.0276212,-0.33889,1.0868,1.00892,-0.123225,0.256207,0.23821
1.54003,1.49903,1.40813,0.425301,-0.0977418,1.33881,1.02917,-0.384091,0.0638367,0.165036
2.80353,1.84055,1.62754,0.424022,-0.2828,1.54568,1.15128,-0.383277,0.545969,0.0108314
1.43433,1.39321,1.32912,-0.259567,0.237869,1.28164,1.00237,0.24457,-0.232399,0.102771
1.85938,1.81742,1.64548,-0.0325809,0.431695,1.5875,1.11022,0.0530681,-0.461984,0.368762
2.42366,2.38193,2.26073,0.241762,0.566984,2.17509,1.05947,-0.16063,-0.417501,0.204962
1.47748,1.43624,1.30824,0.4641,-0.294237,1.18723,1.06628,-0.396917,0.209923,0.234482
1.24518,1.20298,1.15327,0.0698479,0.378603,1.08711,0.987983,0.217248,-0.160108,-0.15141
1.86491,1.82706,1.76632,-0.523042,0.0433473,1.68655,0.999007,0.132674,-0.0885951,0.303658
4.06741,3.34441,1.80577,-0.168456,-0.51468,1.72265,2.47691,-0.498454,0.377572,2.20538
3.74421,2.57194,2.29286,-0.752343,0.140882,2.16132,1.21736,0.573526,-0.2898,0.434389
1.63007,1.58882,1.31531,0.580468,-0.220055,1.1596,1.21178,-0.52255,0.242692,0.506071
2.58518,2.01567,1.96518,-0.349115,-0.412849,1.88934,0.988761,0.0814873,0.250105,0.167632
2.81362,2.7723,2.46996,0.742016,-0.127448,2.35242,1.2406,-0.711731,0.147216,0.361265
1.57628,1.53347,1.32328,0.566489,0.0123707,1.19582,1.14846,-0.630134,-0.0224806,0.202568
1.96257,1.5648,1.47482,-0.189934,0.349848,1.42008,1.02825,0.157763,-0.383351,-0.0714609
1.53316,1.49149,1.39909,-0.0549235,0.3641,1.34976,1.03067,0.144999,-0.366697,0.162579
6.2892,4.21489,4.0019,-0.424709,-1.04822,3.83876,1.15126,0.0964771,0.504797,0.425344
2.12488,2.08211,1.79255,-0.515,0.100547,1.71403,1.22783,0.608798,-0.223123,0.454746
1.78259,1.17061,1.11761,-0.469518,0.347313,0.952876,0.991278,0.16217,0.193987,0.195825
2.19024,1.3979,1.33853,-0.171381,0.329231,1.28604,0.997643,-0.326706,-0.084614,0.0322541
2.43934,2.39591,1.99779,-0.258361,0.552705,1.90235,1.33639,0.166107,-0.630627,0.693043
3.17996,2.63579,1.70399,0.869456,-0.317548,1.43066,1.87007,-0.6378,0.109476,1.48258
1.36355,1.20284,1.12339,-0.285465,0.150956,1.07598,1.01772,0.13431,-0.20353,-0.309724
1.82587,1.78407,1.5215,0.557839,0.344778,1.37291,1.20085,-0.60102,-0.300834,0.33159
4.28312,2.98669,2.31447,-0.668517,-0.984931,1.98488,1.61049,0.443242,0.35375,1.17972
3.18531,2.04306,1.90754,0.523832,0.207717,1.8224,1.07379,-0.117156,0.451902,0.233956
1.33241,1.29004,1.12312,0.231078,-0.347371,1.04276,1.10519,-0.364141,0.328315,0.317329
1.98196,1.94056,1.79109,0.476738,-0.192468,1.71571,1.08775,-0.444858,0.112916,0.303625
1.37519,1.30036,1.11139,0.259773,0.28645,1.04194,1.12724,-0.342613,-0.300216,0.427563
1.93251,1.85257,1.6787,0.279546,-0.586389,1.54791,1.11214,-0.0457362,0.512441,0.303021
1.7246,1.68196,1.46109,-0.32447,-0.323265,1.38744,1.15914,0.372951,0.465806,0.327402
1.71385,1.67234,1.51439,-0.53782,-0.1274,1.40993,1.09622,0.431598,0.102846,0.352831
2.22686,1.55982,1.46124,-0.370213,0.229506,1.3948,1.03686,0.192906,0.264994,0.295432
1.63139,1.53993,1.32846,0.280155,-0.27292,1.26958,1.14974,-0.545118,-0.0338669,0.37847
1.96056,1.47598,1.3928,-0.469224,-0.311851,1.27376,1.02145,0.341945,0.211994,0.0337524
1.54048,1.49662,1.33333,0.311565,0.204684,1.28016,1.10156,-0.251314,-0.382965,0.351072
1.72554,1.68349,1.59029,0.379212,0.258542,1.52263,1.03147,-0.233872,-0.313713,0.174538
2.60925,1.85778,1.59626,0.425908,0.22474,1.52188,1.1998,-0.21601,0.159146,0.697984
1.59024,1.31902,1.26554,-0.361796,0.0804081,1.21005,0.991749,0.155912,0.0388746,0.278192
2.29522,2.21367,2.06828,0.304761,-0.526171,1.97688,1.08366,-0.314242,0.272586,0.34774
1.48748,1.44542,1.39088,-0.421086,0.08234,1.32305,0.992818,0.32209,-0.0352509,0.0186411
3.18557,3.14278,2.84627,-0.272859,-0.823201,2.71093,1.23478,0.224423,0.60574,0.476486
5.04065,3.51554,3.31349,0.69938,0.632611,3.17645,1.14033,0.0499318,0.433333,0.479289
2.11854,1.49388,1.33813,-0.32062,-0.158785,1.28942,1.09401,0.243848,-0.260048,0.435229
1.62701,1.54568,1.18718,-0.347115,-0.182995,1.12046,1.29677,0.77652,0.116374,0.429811
1.99114,1.87064,1.49903,0.405073,-0.207891,1.42821,1.30988,-0.762032,0.440482,0.246412
2.81146,2.77044,2.54041,0.454512,-0.498567,2.44919,1.1683,-0.429039,0.440876,0.325767
1.84002,1.21232,1.162,-0.146704,0.404601,1.07936,0.988589,-0.0254111,-0.120603,-0.285941
3.00006,2.23218,1.58708,-0.166654,0.390057,1.52935,1.58337,0.187605,-0.596075,1.11184
1.3311,1.28895,1.11964,0.484211,0.238631,0.980914,1.10758,-0.377165,-0.148116,0.426846
2.27755,2.23442,1.95543,-0.338894,0.596137,1.83125,1.21726,0.137998,-0.572675,0.504342
1.28682,1.24296,1.19557,0.185005,0.381486,1.11787,0.985666,-0.0561826,-0.209461,0.210125
3.06952,3.02845,2.62046,0.747907,0.185238,2.50462,1.34627,-0.759521,-0.197938,0.562171
1.57041,1.53821,1.32709,-0.244485,0.275175,1.27502,1.14939,0.0758474,-0.469582,0.463122
1.39775,1.35578,1.24234,0.0734627,-0.352972,1.18887,1.05171,-0.173176,0.3825,0.222368
1.66676,1.62374,1.40753,-0.0590475,0.436896,1.33671,1.15448,-0.0609586,-0.534087,0.40435
1.3824,1.33922,1.13846,0.00338922,-0.376776,1.0743,1.13903,0.0428187,0.457673,0.453589
2.13442,2.09321,1.88496,0.490033,0.24599,1.80345,1.14653,-0.522643,-0.223654,0.333152
2.48196,1.20849,1.14301,-0.303342,-0.295225,1.06174,1.00375,0.194697,-0.00732442,0.298662
1.64585,1.60297,1.4194,-0.232734,-0.455914,1.32389,1.12184,0.140261,0.380279,0.46247
1.59033,1.18567,1.10753,-0.282919,-0.458485,0.967664,1.01641,0.0834369,0.378017,0.053587
1.72247,1.67998,1.56457,0.0650439,0.422843,1.50495,1.05367,-0.164806,-0.331281,0.304899
1.5107,1.46816,1.32797,-0.335065,-0.194267,1.27023,1.07847,0.293924,0.312884,0.313781
2.54918,2.50701,2.24928,0.517529,-0.340325,2.16231,1.196,-0.606435,0.329352,0.271719
1.41522,1.37346,1.27604,0.114892,0.337735,1.22516,1.03569,-0.186135,-0.314322,0.242614
2.82554,2.78415,2.45195,-0.707449,-0.0877095,2.34603,1.27047,0.750025,0.0683363,0.408096
1.51154,1.47018,1.38566,-0.213022,0.312347,1.33309,1.02279,0.196879,-0.3382,0.112226
5.42537,2.66701,2.33301,-0.679315,0.257136,2.21706,1.27227,-0.0233459,0.295376,0.806559
1.49582,1.45389,1.30505,-0.38464,0.232936,1.22513,1.08711,0.433866,-0.286657,0.176178
1.81769,1.7752,1.67435,-0.286886,0.475934,1.57944,1.03912,0.177264,-0.402688,0.0764249
2.09006,2.00125,1.94718,-0.0890875,-0.508991,1.87736,0.992344,0.159334,0.267692,0.0857124
2.07279,1.50539,1.34772,-0.440025,-0.118575,1.26834,1.09594,0.256593,-0.113138,0.492019
2.10677,1.77789,1.29577,-0.573766,0.424718,1.0814,1.42039,0.453043,-0.232712,0.936891
1.66409,1.62236,1.5018,-0.349991,-0.198792,1.44686,1.05883,0.369548,0.275972,0.167453
1.51663,1.47294,1.4024,0.41701,0.42319,1.27033,1.00881,-0.219892,-0.211861,0.210012
1.56575,1.36283,1.30107,0.416746,-0.285397,1.19902,1.00003,-0.037091,0.212016,-0.270896
2.01113,1.96974,1.88797,0.198048,-0.477381,1.81585,1.02005,-0.135964,0.352538,0.131796
1.44048,1.39917,1.3138,0.229027,0.322918,1.25273,1.02365,-0.157014,-0.342101,0.16065
4.78627,2.21783,1.65167,-0.13185,-0.481551,1.57441,1.50443,-0.249001,0.590792,0.985853
1.48803,1.28475,1.17104,-0.213178,0.53198,1.02121,1.05199,0.316662,-0.118544,0.334658
1.92046,1.87759,1.67565,0.178817,-0.451469,1.60375,1.14021,-0.113438,0.42577,0.474945
1.81724,1.77463,1.6555,-0.412429,0.338203,1.56722,1.05741,0.337138,-0.167014,0.310165
1.85425,1.81169,1.34716,0.175004,0.603575,1.19159,1.40281,-0.280523,-0.682686,0.736724
2.18968,2.15703,1.91594,-0.355643,0.488164,1.81826,1.17936,0.493684,-0.0217876,0.516079
1.44973,1.4087,1.30982,0.0172083,-0.451602,1.22938,1.03715,0.00990163,0.406458,0.173278
1.84363,1.74521,1.2831,0.399105,0.250088,1.19353,1.40039,-0.368754,0.261552,0.936129
1.93629,1.89496,1.65728,0.52978,-0.167962,1.56131,1.17596,-0.563165,0.208121,0.376901
2.28703,1.73224,1.63688,0.416522,0.326538,1.54895,1.03363,-0.371852,-0.139464,0.174121
2.84592,1.64637,1.37044,-0.391333,-0.269589,1.28542,1.2142,0.390356,0.417155,0.517229
1.41745,1.37648,1.295,0.014164,-0.41563,1.2264,1.01976,-0.00361196,0.365178,0.161825
1.58335,1.54215,1.43207,-0.291443,-0.358377,1.35552,1.04836,0.254435,0.360291,0.155413
1.99622,1.57042,1.40101,-0.293435,0.26974,1.34312,1.10769,0.170698,0.076841,0.558185
1.60461,1.3656,1.29547,-0.028856,0.411043,1.22819,1.00841,0.118436,-0.16298,0.309738
2.16595,2.12437,1.97616,0.498836,-0.227946,1.89853,1.08648,-0.492728,0.18582,0.150892
1.51632,1.47506,1.40821,-0.170414,0.398278,1.33992,1.00512,0.0799345,-0.319592,0.146259
1.26126,1.22016,1.16713,0.189871,-0.335272,1.1017,0.991297,-0.123851,0.252198,0.152883
2.1917,1.99717,1.71444,-0.167341,0.475878,1.63854,1.22101,0.319411,-0.42025,0.57608
4.63877,3.38923,3.32786,-0.905035,0.590119,3.14759,0.999635,-0.121803,0.0575608,0.317439
1.39032,1.32143,1.24495,-0.328498,0.13187,1.19357,1.01474,0.36246,-0.00574945,0.133947
1.83589,1.7947,1.58614,0.598823,0.120813,1.46378,1.14683,-0.527892,-0.0743266,0.388152
2.66632,2.19993,1.8012,-0.0517539,0.527875,1.72133,1.33701,0.2446,-0.381391,0.837822
1.88345,1.84144,1.71528,0.461864,-0.172037,1.64294,1.06444,-0.478694,0.107648,0.109244
1.7499,1.33521,1.19475,0.367375,0.0333132,1.13638,1.07874,-0.47768,-0.0583611,0.227447
4.00204,2.77738,2.38589,-0.205328,0.629415,2.29219,1.32976,0.147808,-0.394594,0.842833
1.39211,1.35033,1.23308,0.328769,0.259844,1.15969,1.05552,-0.248571,-0.277941,0.30777
2.07202,1.53036,1.39941,0.174002,-0.443448,1.31583,1.06922,0.130246,-0.035705,0.494617
1.80575,1.76332,1.55501,0.298896,0.353875,1.48442,1.14657,-0.378113,-0.322314,0.43292
2.42057,1.40407,1.27234,0.326142,0.365538,1.17425,1.07,0.298124,0.403675,-0.112757
3.12038,3.07791,2.72233,-0.837133,0.401354,2.55914,1.29386,0.673602,-0.391127,0.432428
1.79661,1.76011,1.64013,-0.220359,0.400999,1.57502,1.05824,0.0854787,-0.329407,0.351724
4.3541,2.38872,1.82655,-0.434571,-0.244357,1.75719,1.50044,0.706807,-0.373175,0.855648
1.52277,1.22006,1.11311,0.342251,0.172796,1.045,1.04522,-0.30194,-0.13936,0.318657
5.59943,5.37859,4.10679,-0.117466,1.06664,3.96411,2.21008,0.187753,-1.07902,1.67469
1.44184,1.20655,1.15517,0.0245342,-0.434386,1.07011,0.989653,-0.0341506,0.284076,-0.131124
1.76022,1.51435,1.41522,-0.222368,-0.32641,1.35899,1.0374,-0.292353,-0.13681,-0.302752
6.28583,3.48625,2.31712,0.908852,0.132521,2.12731,2.1074,-0.545787,-0.204844,1.7947
1.62192,1.56084,1.23768,0.38993,0.286932,1.13907,1.26143,-0.695067,0.338094,0.336783
2.32532,1.95629,1.72336,-0.481221,-0.38353,1.60975,1.1712,0.647495,0.248934,0.100735
1.7162,1.43495,1.37705,0.363847,-0.0563528,1.32692,0.99617,-0.0738797,0.177597,-0.273862
1.76748,1.72646,1.58179,0.488922,-0.0615536,1.50307,1.08294,-0.472566,0.0796473,0.250468
2.00279,1.96134,1.77655,0.487876,0.218585,1.6942,1.12307,-0.531672,-0.151693,0.27429
1.55863,1.51682,1.30626,0.155571,0.626503,1.13561,1.14883,-0.114145,-0.478209,0.444683
1.85188,1.80917,1.51125,0.128238,-0.529168,1.40976,1.23619,-0.254571,0.628931,0.432958
1.99517,1.53345,1.40135,0.30187,-0.284375,1.33858,1.07037,-0.0147921,0.502329,0.113068
2.03109,1.26262,1.12907,0.281659,0.092835,1.08942,1.07183,-0.0883806,-0.0390736,0.509036
3.55424,3.37112,2.14247,-0.876388,-0.107333,1.95208,2.16692,0.879587,-0.087513,1.74179
4.65432,1.50587,1.20192,-0.431417,0.00206082,1.12183,1.24222,0.26549,0.096001,0.763572
2.36357,2.3211,2.16506,-0.527044,0.46567,2.04765,1.09431,0.341125,-0.377783,0.241004
2.08211,2.04,1.68493,-0.431156,0.602081,1.51346,1.29335,0.461016,-0.635954,0.418828
4.18917,3.59512,3.22015,-0.182869,0.863222,3.0969,1.31324,0.0967404,-0.727552,0.552759
2.98618,2.45996,2.38603,-0.251296,0.576028,2.30178,1.0122,-0.128083,-0.161988,0.318658
3.16643,2.8289,1.87593,0.103229,0.625038,1.76573,1.89124,-0.246828,-0.895774,1.35392
1.47176,1.43022,1.33321,0.139773,0.374624,1.27184,1.03528,-0.178992,-0.382197,0.11548
2.03479,1.58171,1.49795,-0.313871,0.401844,1.4085,1.02203,0.123831,0.21192,0.322404
2.51027,1.51664,1.14027,0.114229,-0.28922,1.09705,1.31464,0.131748,0.719222,0.559726
3.37047,3.32887,2.96195,0.288509,-0.711881,2.86062,1.30519,-0.38291,0.683927,0.456924
1.76987,1.72788,1.61934,-0.0661181,0.450459,1.55402,1.04681,0.151249,-0.348125,0.267191
2.27459,1.7596,1.50586,-0.774855,0.339467,1.24578,1.19201,0.626556,-0.0443457,0.382096
2.43799,2.23087,1.74683,-0.479543,-0.548493,1.58764,1.42231,0.531955,0.523324,0.765363
2.58771,1.91573,1.83609,0.120006,0.575086,1.73957,1.01791,0.0972026,-0.0232442,0.381828
1.33735,1.29561,1.21313,0.224384,-0.22974,1.16985,1.02075,-0.23512,0.210933,0.248594
1.41718,1.37619,1.23758,-0.265142,-0.43866,1.12645,1.07689,0.231555,0.405619,0.247355
1.77472,1.71654,1.61954,0.443011,0.30453,1.52772,1.03527,-0.38116,-0.165162,0.137398
1.44018,1.39844,1.25128,0.439269,-0.0737874,1.16932,1.08543,-0.403141,0.138863,0.3406
1.61486,1.57141,1.45154,-0.201347,-0.350855,1.39404,1.05814,0.186306,0.45016,0.0441137
5.35191,3.59605,1.8644,-0.250901,0.456597,1.79013,2.66992,1.06617,-0.890481,2.07809
1.96127,1.91716,1.71663,-0.59092,0.143834,1.60529,1.1388,0.631246,-0.0505672,0.124427
2.15991,1.30562,1.11337,0.225122,0.334163,1.0379,1.13053,-0.0945801,-0.359305,0.509599
1.77326,1.73143,1.62422,0.265657,-0.439575,1.54087,1.04549,-0.161725,0.331636,0.276686
1.23795,1.19664,1.14976,0.380126,0.0424043,1.08428,0.98515,-0.258827,-0.0846472,0.126532
2.04469,1.94824,1.55826,-0.0677496,0.475333,1.48245,1.32824,0.33672,-0.245733,0.842682
1.42126,1.37724,1.21896,-0.330092,-0.117197,1.16755,1.09655,0.405751,-0.023041,0.396106
3.01888,2.97749,2.30038,-0.683359,0.550657,2.1264,1.61538,0.724842,-0.572841,0.93571
1.5573,1.51434,1.32978,0.0104395,-0.38508,1.27276,1.12283,0.0369482,0.441042,0.429544
1.47622,1.40721,1.27276,-0.00501649,-0.411641,1.20434,1.07273,-0.0433466,0.284345,0.433191
1.90225,1.57353,1.35796,-0.350794,-0.1559,1.30257,1.15385,0.439464,0.0395966,0.506274
1.65396,1.30852,1.19185,0.167527,-0.398552,1.11068,1.05494,0.310329,0.288534,-0.230194
1.46174,1.36218,1.29478,-0.358749,-0.258583,1.21692,1.00567,0.304332,0.110924,-0.161566
1.35411,1.31227,1.22038,0.188277,-0.266318,1.17599,1.03017,-0.205746,0.261199,0.265203
1.46503,1.42309,1.35121,0.127653,-0.46283,1.26304,1.01016,-0.20707,0.295032,0.100691
1.8696,1.74869,1.65973,0.132441,-0.474819,1.58484,1.02723,-0.198566,0.10728,0.352014
1.56414,1.16832,1.10307,0.150871,0.355561,1.03324,1.00352,0.229433,-0.256627,-0.0905786
1.68833,1.61836,1.49594,-0.343562,-0.207449,1.4411,1.06068,0.204851,0.445224,0.0671219
4.48808,2.58563,2.45221,-0.56136,-0.400856,2.3532,1.07169,0.453064,-0.100626,0.229729
1.58199,1.43564,1.2332,0.529478,-0.0138802,1.11367,1.1407,-0.539324,0.359304,-0.0297226
2.02076,1.97813,1.53862,-0.428572,0.452817,1.40664,1.37778,0.549566,-0.460558,0.709781
1.45617,1.4151,1.35828,0.0891097,0.368913,1.30418,0.995093,-0.0443789,-0.292287,0.149851
2.2979,2.25629,2.09472,-0.0460123,0.540951,2.02314,1.09984,0.103031,-0.536957,0.174235
2.34847,2.19542,1.93658,-0.236347,-0.65715,1.80627,1.19712,0.119987,0.708306,0.191413
1.71745,1.59593,1.26656,0.307539,0.259999,1.20083,1.26764,-0.270358,-0.78194,0.204992
1.34179,1.30077,1.19063,0.267126,-0.368881,1.10008,1.0484,-0.213867,0.343688,0.234386
1.80189,1.50203,1.38942,-0.0677064,-0.491933,1.29766,1.05088,0.168106,0.0556678,0.438909
1.54446,1.50294,1.33372,-0.187439,0.454272,1.23989,1.10749,0.128387,-0.439737,0.369222
2.01981,1.55961,1.41779,-0.34292,-0.368046,1.32554,1.0801,-0.251052,-0.423726,0.209018
2.24912,1.90917,1.41252,0.341471,0.418006,1.30532,1.43493,-0.462159,-0.282125,0.941001
1.67048,1.46102,1.32284,0.0836387,-0.367698,1.26796,1.07645,-0.501705,0.14245,-0.0799643
1.70501,1.57132,1.48546,-0.272154,-0.44058,1.39227,1.02414,0.345678,0.219755,-0.0268462
2.13908,2.09796,1.70338,-0.69286,-0.372296,1.5109,1.33285,0.656208,0.388992,0.560552
1.93165,1.88959,1.68563,-0.38509,-0.256831,1.62084,1.14223,0.41698,0.3555,0.352242
2.06635,1.36049,1.10891,-0.0355756,0.3448,1.05334,1.18985,-0.372424,-0.21018,0.593734
2.63153,2.30472,2.23575,-0.833858,0.18425,2.06623,1.00725,0.176488,0.312254,-0.0744597
2.84318,2.80206,2.32658,-0.480948,-0.681596,2.17188,1.41376,0.499756,0.631898,0.685065
1.89788,1.68099,1.44211,-0.430323,-0.087268,1.37364,1.17715,0.532862,-0.0504883,0.467797
1.63268,1.35547,1.2746,-0.509279,0.107366,1.16349,1.01914,0.242593,-0.301698,-0.0917651
2.23791,2.0922,1.9129,0.631528,0.235247,1.79026,1.11757,-0.475408,0.0339489,0.376099
1.66338,1.6214,1.48973,-0.333863,0.317456,1.4167,1.06994,0.220463,-0.347665,0.308143
2.08319,1.8737,1.57672,-0.432359,-0.0974682,1.51315,1.23525,0.424306,0.0258854,0.681744
1.99939,1.30985,1.2317,0.105036,-0.536854,1.10356,1.01642,-0.299008,0.165871,0.189301
1.44697,1.4041,1.17167,0.554981,-0.204035,1.01152,1.17071,-0.603776,0.0341733,0.352831
2.43376,2.39157,2.28767,-0.483771,-0.34249,2.20955,1.04217,0.381692,0.226761,0.0930098
1.55329,1.50975,1.29005,-0.416978,0.166834,1.20935,1.15797,0.533603,-0.0227187,0.418684
1.62602,1.38697,1.11374,0.050085,0.392751,1.04098,1.21151,-0.0663839,-0.315858,0.695144
1.79459,1.75066,1.66097,-0.477528,-0.115914,1.58662,1.02796,0.380355,0.177139,-0.0170291
1.55297,1.50958,1.42697,0.171595,-0.353334,1.37184,1.02089,-0.300577,0.189318,0.188862
1.70251,1.327,1.27299,0.0452344,-0.48586,1.17575,0.992284,0.26376,0.0514298,-0.179048
1.53382,1.3355,1.24277,-0.446478,0.214698,1.13976,1.031,0.398233,-0.154913,0.0051386
2.11022,1.87357,1.41605,0.508332,0.263316,1.29517,1.39579,-0.402137,-0.106705,0.945933
2.19327,2.10158,1.98729,0.15517,0.548808,1.90369,1.05257,-0.0994521,-0.401334,0.237873
2.24337,2.2021,1.95511,-0.56959,-0.062127,1.86926,1.18526,0.59822,0.075333,0.401185
2.3831,1.92294,1.66828,-0.82112,0.277434,1.42547,1.19293,0.054514,-0.256409,0.688491
1.32484,1.28364,1.19594,0.0930638,-0.370834,1.13318,1.02597,-0.0952948,0.333885,0.227382
1.42773,1.3859,1.25091,-0.391573,-0.0528563,1.18687,1.07325,0.475748,0.0720807,0.199973
2.21755,1.4379,1.19893,0.104168,-0.377316,1.13323,1.17724,-0.163444,0.446597,0.52856
1.26073,1.21796,1.10198,-0.337332,-0.00751553,1.04905,1.05426,0.355672,-0.116572,0.301676
1.5503,1.5082,1.45011,-0.0215512,0.384081,1.39815,0.996367,0.116661,-0.31085,0.0464316
2.12111,2.07851,1.99254,-0.303081,0.498659,1.90518,1.02424,0.140444,-0.368924,0.113525
4.88933,3.04195,2.63669,0.501479,1.06147,2.36092,1.34353,-0.346666,-0.266907,0.856333
2.38791,2.00443,1.39836,0.445258,-0.0810444,1.3231,1.54434,-0.243923,0.165958,1.19063
3.19281,3.15015,2.55673,0.508881,0.750166,2.39064,1.53169,-0.463785,-0.882941,0.686331
1.24051,1.21527,1.14935,-0.165107,0.463596,1.03866,1.00419,0.28624,-0.203564,0.0683884
1.75726,1.71518,1.63806,-0.145007,0.432088,1.57337,1.0154,0.0529246,-0.381329,0.0496757
1.63163,1.58803,1.32729,0.42333,0.183661,1.24449,1.19901,-0.470984,-0.369631,0.445903
2.01468,1.97342,1.84846,-0.0512619,0.481144,1.78401,1.06323,0.0477212,-0.475329,0.147934
1.44874,1.4056,1.2481,0.130107,0.362403,1.18722,1.09577,-0.221347,-0.323823,0.408043
2.77066,2.33933,1.97529,-0.0085963,-0.521715,1.90513,1.3023,-0.456658,0.379314,0.680605
1.52224,1.37016,1.16578,0.170001,-0.308612,1.11126,1.14265,0.395715,0.2477,0.455357
2.2098,2.16838,1.82185,-0.551915,-0.403115,1.68879,1.2848,0.615673,0.352473,0.516786
2.08781,1.8558,1.73221,-0.464792,0.0225343,1.66853,1.06186,0.446575,0.215205,-0.0381927
1.37837,1.33717,1.28818,0.392954,-0.000675624,1.22678,0.987269,-0.298982,-0.00743781,0.0699978
1.36346,1.32023,1.10136,0.111696,-0.491683,0.979161,1.15715,-0.0362767,0.624434,0.259622
2.61371,1.8241,1.53654,-0.271063,0.529555,1.4167,1.22583,0.162722,-0.541481,0.550123
2.54099,1.82986,1.5756,0.196118,-0.429933,1.50307,1.19253,-0.284174,-0.156681,0.660654
1.37137,1.3075,1.23164,0.118286,-0.351167,1.17457,1.01414,0.0832307,0.0365183,0.373972
2.06595,1.60926,1.17138,0.233468,-0.217304,1.12712,1.37615,-0.341731,-0.0119128,0.946845
2.12377,1.98575,1.77021,-0.441949,-0.592997,1.60832,1.15381,0.483894,0.206205,0.417438
1.25205,1.21028,1.10148,-0.0899282,-0.354341,1.03904,1.04707,0.0641775,0.42939,0.16588
1.36009,1.31909,1.26387,0.323016,0.0979481,1.21796,0.99349,-0.290046,-0.0877467,0.121823
2.19799,1.89118,1.60252,0.416573,-0.109194,1.54357,1.22693,-0.333122,0.213608,0.684408
1.83772,1.72495,1.66685,0.432377,-0.31347,1.57898,0.99638,-0.272997,0.192288,0.0302765
1.75439,1.20863,1.11679,-0.344173,-0.259487,1.03025,1.03012,-0.385162,0.0649725,-0.167966
1.65723,1.61606,1.36209,-0.0585411,0.578094,1.23194,1.19224,0.0268034,-0.588139,0.440981
1.66964,1.627,1.53073,-0.0265333,-0.512448,1.44216,1.03455,0.0290907,0.433153,0.0382578
1.76949,1.55635,1.23483,-0.408204,0.0564079,1.16405,1.25979,0.412297,0.196975,0.705635
1.27706,1.23532,1.14073,0.0561055,0.345095,1.08583,1.03286,-0.0579726,-0.408676,0.126802
1.62966,1.56258,1.40313,-0.339914,0.378872,1.30755,1.09773,0.280324,-0.444285,0.22064
1.77749,1.49081,1.37014,0.369008,0.149799,1.31098,1.05894,-0.356403,-0.282427,0.184978
1.39145,1.34975,1.23668,-0.0973557,0.34434,1.18378,1.05134,0.0666898,-0.410562,0.227926
2.59182,1.73568,1.38173,0.245461,-0.353034,1.31313,1.29222,-0.501289,0.41776,0.603047
5.8862,1.68353,1.6091,-0.0520065,-0.479259,1.53519,1.0127,-0.272704,-0.257081,0.0688527
1.49394,1.41303,1.2931,-0.163892,0.347829,1.23461,1.0582,0.308754,-0.377895,0.036023
2.85785,2.81687,2.1832,-0.908371,-0.27587,1.96599,1.57194,0.883901,0.250571,0.864053
1.78061,1.48205,1.32664,0.141849,-0.421179,1.24998,1.09369,-0.427891,-0.109411,0.347483
1.75088,1.70991,1.59857,-0.238816,0.402602,1.5285,1.04962,0.222277,-0.357846,0.209476
1.52764,1.48451,1.37624,0.0758129,-0.358488,1.32656,1.04655,-0.0518672,0.457906,0.0503371
1.81134,1.76858,1.45614,-0.170398,0.632398,1.30053,1.25072,-0.01162,-0.662449,0.494942
2.48875,2.44689,2.206,0.171774,-0.687282,2.08915,1.17917,-0.194476,0.638519,0.25408
1.89178,1.47903,1.32637,-0.419403,0.0906075,1.25505,1.09093,0.400012,-0.0709609,0.380435
1.63597,1.33994,1.25011,0.288639,-0.169721,1.20443,1.02811,-0.300675,0.114197,0.27056
1.85473,1.33382,1.11741,0.302677,-0.331404,1.02331,1.15469,0.289962,0.515678,0.320858
1.46372,1.35299,1.30536,0.347838,0.150313,1.24915,0.985901,-0.227119,0.0184968,0.199302
