E0, Erec, Ee', pex, pey, pez, Ep, ppx, ppy, ppz 
1.38185,1.33946,1.22671,-0.125067,0.433303,1.1408,1.05103,0.18311,-0.428274,0.0857852
2.84383,2.80144,2.55678,0.756654,-0.0421398,2.44189,1.18293,-0.633554,0.157274,0.304695
3.71517,2.59971,2.46789,-0.0636805,0.692735,2.36782,1.07008,0.373221,-0.204889,0.288882
1.34645,1.30473,1.20353,0.451553,0.273763,1.0815,1.03947,-0.302112,-0.201051,0.261622
1.67095,1.32198,1.13138,-0.236968,0.179782,1.09158,1.12887,0.00477041,-0.432299,0.455079
1.96455,1.40067,1.34651,0.0156305,0.425834,1.2773,0.992433,0.0707252,-0.265543,0.170453
1.61437,1.22329,1.16998,0.262097,-0.16272,1.12857,0.991584,0.0306407,-0.104826,-0.30159
7.46098,5.59546,4.6285,0.505689,-1.14418,4.45624,1.90523,0.0494523,0.573768,1.55496
1.2788,1.23757,1.13696,0.119411,0.443385,1.04011,1.03889,-0.0800959,-0.410981,0.153651
1.95998,1.91831,1.53051,-0.3352,-0.543107,1.39109,1.32607,0.338283,0.597207,0.637977
1.35606,1.31302,1.23727,-0.299604,-0.161464,1.18954,1.01403,0.327367,-0.0141771,0.201313
2.94598,2.13755,2.04089,0.028189,0.62259,1.94341,1.03493,-0.00924077,0.433462,-0.0525335
2.75534,2.4341,2.35689,-0.722287,-0.00109975,2.24349,1.01548,0.00996949,0.157698,0.354785
2.35779,1.78554,1.30039,0.255094,0.301672,1.23892,1.42343,-0.560117,0.125742,0.903464
2.25992,1.54983,1.43392,0.419677,-0.616191,1.22487,1.05418,0.31705,-0.349298,0.0917198
2.464,2.03501,1.96007,0.185228,0.520774,1.88052,1.01322,-0.038909,-0.263063,0.274837
1.93608,1.47831,1.32278,-0.0488646,-0.496208,1.22521,1.09381,-0.0808576,-0.459222,-0.314058
1.53521,1.35632,1.20126,-0.431368,-0.374654,1.05668,1.09333,0.408329,0.381224,-0.0543912
2.66508,2.65438,2.27162,0.679025,0.472824,2.11557,1.32103,-0.761464,-0.183361,0.501315
1.38146,1.33942,1.26223,0.101621,0.320579,1.2166,1.01546,-0.163922,-0.25414,0.243627
1.79047,1.74907,1.67047,-0.4657,-0.0554926,1.60329,1.01687,0.3414,0.103044,0.16278
2.41616,1.52231,1.31488,0.0463898,-0.504226,1.21347,1.14571,-0.139613,0.45931,0.44926
1.6556,1.45522,1.31123,-0.166561,0.441728,1.2233,1.08227,0.171214,0.363322,0.360038
1.50906,1.46763,1.35951,-0.363874,-0.0736419,1.30784,1.04639,0.412534,0.0756955,0.196639
1.91931,1.43562,1.37487,0.696162,0.100875,1.18129,0.999022,0.0290521,0.133044,0.314875
1.61363,1.54655,1.16335,-0.248511,0.348191,1.08184,1.32148,0.308887,-0.484397,0.732049
4.54846,2.89766,2.21757,0.626667,-0.154527,2.12156,1.61836,-0.371153,-0.168166,1.25407
2.86291,2.37018,1.76624,0.479958,0.348115,1.66375,1.54221,-0.174248,-0.761964,0.941866
2.17359,2.13248,2.0053,0.370381,0.381204,1.93358,1.06544,-0.306103,-0.359574,0.178392
2.8548,2.18652,1.50373,0.255922,0.302861,1.45051,1.62107,0.174268,-0.745213,1.07787
1.3074,1.26488,1.10688,0.369739,-0.0621855,1.04145,1.09627,-0.484999,0.139075,0.258628
1.22731,1.17318,1.10686,-0.234871,-0.167355,1.06863,1.00459,0.131817,0.155005,0.295714
1.61213,1.25714,1.20481,-0.376615,0.0215181,1.14424,0.9906,-0.298038,-0.108815,-0.0163612
1.61327,1.30091,1.16222,-0.175801,-0.28948,1.11178,1.07696,0.0518151,0.0774396,0.520399
1.95014,1.69562,1.61319,-0.568679,-0.220303,1.49347,1.0207,0.186592,0.300249,0.191069
3.96126,3.37422,2.50565,0.568428,-0.83543,2.29287,1.80684,-0.509333,0.438575,1.39017
1.88289,1.82974,1.70028,-0.281158,0.410174,1.62594,1.06773,0.211872,-0.449041,0.114698
1.51412,1.47268,1.39061,0.362792,0.119975,1.33708,1.02035,-0.296153,-0.158203,0.219144
2.55269,1.75276,1.59016,0.537177,-0.131337,1.4909,1.10087,-0.268809,-0.0795854,0.502968
1.79187,1.74996,1.60406,-0.40796,0.290235,1.52392,1.08418,0.467746,-0.212623,0.176314
1.5049,1.46343,1.22855,-0.280329,-0.616833,1.02482,1.17315,0.234461,0.490832,0.447263
1.42318,1.2771,1.17532,-0.168108,-0.446771,1.07402,1.04005,0.128965,0.0689529,0.424218
1.86576,1.82408,1.49822,0.473443,-0.115671,1.41673,1.26413,-0.557844,-0.0214949,0.637198
2.58958,2.21718,2.01426,0.505057,0.139775,1.94489,1.1412,-0.291646,0.117142,0.568501
1.59171,1.54996,1.49654,0.106122,0.401185,1.43785,0.99169,-0.069159,-0.248503,0.191203
1.60454,1.563,1.16321,-0.0362565,-0.665842,0.953099,1.33806,0.0256312,0.614095,0.729582
2.26295,1.33222,1.17432,0.108916,-0.42687,1.08855,1.09617,0.110602,-0.134599,0.539338
5.06911,1.6237,1.2734,0.243512,-0.484403,1.15221,1.28858,-0.260539,0.568234,0.623955
2.14654,1.26689,1.17067,-0.615366,-0.182551,0.979008,1.03449,0.00381141,-0.381784,0.209881
1.62726,1.58331,1.4353,0.377522,-0.259935,1.36014,1.08629,-0.514012,0.13728,0.12888
1.99859,1.95691,1.77587,-0.128339,-0.456009,1.71152,1.11931,0.0737725,0.515276,0.318655
1.72624,1.3269,1.18154,-0.164422,-0.334936,1.12108,1.08363,0.203753,0.410957,0.288977
1.57939,1.52357,1.3944,0.25797,-0.259108,1.34561,1.06745,-0.203216,0.397166,0.245065
2.38232,2.33898,2.00896,0.458491,0.738703,1.81109,1.26829,-0.389398,-0.676936,0.343983
1.66201,1.61922,1.52537,-0.272972,-0.335654,1.46273,1.03212,0.225092,0.192729,0.311614
1.86897,1.8259,1.69121,0.31413,-0.347451,1.62505,1.07296,-0.41772,0.298337,0.0860197
1.88841,1.61097,1.38662,0.212551,0.347129,1.32554,1.16261,-0.663225,-0.161343,-0.0736187
1.47287,1.40394,1.30683,-0.434143,0.0374834,1.23204,1.03538,0.136844,-0.414315,-0.0356941
1.58771,1.33925,1.25347,-0.208218,0.282479,1.20334,1.02405,0.143938,-0.318577,0.21475
1.53915,1.38384,1.32681,0.277056,0.271387,1.26886,0.995296,0.150572,-0.227649,0.189113
3.50162,2.22834,2.18003,-0.600395,0.498954,2.03546,0.986589,0.247569,0.0246304,-0.176368
1.80872,1.76737,1.49275,0.507074,0.416465,1.3408,1.21289,-0.514586,-0.431401,0.373951
1.95819,1.60592,1.41055,-0.730794,0.458608,1.11592,1.13364,0.089533,-0.604432,0.177306
2.55747,2.38272,1.81899,-0.685774,0.364282,1.64491,1.502,0.688857,-0.354937,0.880427
1.98742,1.94552,1.82135,-0.469169,-0.167982,1.75185,1.06244,0.409643,0.249494,0.135573
1.61478,1.42499,1.35461,-0.453344,0.0680344,1.27468,1.00866,0.339405,0.143216,-0.0365534
2.66529,2.38258,2.13914,0.536623,0.154462,2.06497,1.18171,-0.594583,-0.154379,0.372465
1.99575,1.80394,1.6709,0.668435,0.0541378,1.53042,1.07131,-0.460401,-0.109465,-0.208338
1.63212,1.58993,1.45966,-0.328973,0.269189,1.39639,1.06855,0.332597,-0.363,0.138026
1.70945,1.66714,1.61276,0.203389,0.477001,1.52712,0.992656,-0.0879671,-0.29881,0.0893648
5.2501,4.96378,3.84395,-0.35815,1.00398,3.6932,2.0581,0.191645,-1.03898,1.4964
2.53436,2.49048,2.09917,0.566923,0.247411,2.00597,1.32958,-0.779932,-0.223628,0.478674
1.24416,1.17057,1.11743,0.399874,-0.185243,1.02686,0.991412,-0.319315,-0.0241024,-0.00042316
1.55462,1.51347,1.42505,-0.377774,-0.145993,1.36629,1.02669,0.325015,0.14578,0.216473
1.89694,1.75772,1.46975,0.0244043,-0.429806,1.40528,1.22624,-0.219777,0.189595,0.734216
1.9123,1.65308,1.58071,-0.325371,0.325251,1.51228,1.01064,0.114278,-0.0295643,-0.356518
2.04,1.99869,1.79904,0.600653,0.222545,1.68114,1.13792,-0.541919,-0.22821,0.262217
1.59587,1.5538,1.3058,-0.479154,0.0911836,1.21128,1.18628,0.534758,-0.134205,0.472147
3.49724,3.07709,2.99845,0.296675,-0.753978,2.8869,1.01691,0.235868,0.300899,0.0870634
2.13339,2.09198,1.97539,-0.386781,-0.376156,1.90028,1.05487,0.32417,0.33313,0.127773
2.35144,2.13806,1.60856,0.684391,0.536379,1.35329,1.46776,-0.73976,-0.440656,0.729763
1.90539,1.86167,1.80282,0.37503,0.355486,1.72718,0.99712,-0.292738,-0.0991265,0.135546
2.14838,1.82521,1.74775,0.493654,0.243562,1.6588,1.01573,-0.288573,0.141896,-0.218982
4.90333,3.28652,2.91622,0.386785,0.735903,2.7952,1.30858,0.0960208,-0.38225,0.822609
1.46442,1.34307,1.13629,-0.0197971,0.358559,1.07805,1.14505,0.563417,-0.333973,0.0424395
2.25364,2.21099,2.0656,0.450658,-0.349881,1.98524,1.08367,-0.258773,0.380774,0.286411
1.93416,1.72033,1.67014,-0.215949,-0.502912,1.57791,0.988461,-0.110834,0.287791,0.0399071
1.63545,1.61407,1.52941,-0.163169,0.498738,1.43657,1.02293,0.0936096,-0.375045,0.128874
2.26527,2.22243,1.83538,-0.591948,-0.542066,1.65057,1.32533,0.462486,0.644591,0.496744
1.62683,1.53372,1.27105,0.171053,0.582629,1.11662,1.20094,-0.40822,-0.413424,0.47365
3.30698,3.10842,2.72535,-0.514939,0.578057,2.61309,1.32134,-0.0260652,-0.269052,0.890231
1.33389,1.29228,1.24329,0.310013,-0.203071,1.18677,0.987257,-0.270748,0.0731364,0.125176
2.05855,1.47685,1.12819,-0.181665,-0.267889,1.08077,1.28693,0.0510481,-0.277673,0.834343
1.22845,1.18652,1.11485,-0.395496,0.168615,1.02861,1.00994,0.357138,-0.0491356,0.0982977
1.40947,1.3653,1.25335,-0.161392,0.381008,1.18307,1.05023,-0.0135588,-0.299031,0.364723
2.31014,2.26907,2.06525,-0.310928,0.484066,1.9835,1.14209,0.27575,-0.486855,0.333103
1.38601,1.34378,1.25704,-0.246976,0.231211,1.21066,1.02501,0.215955,-0.335656,0.104811
4.52593,2.78053,2.57805,-0.717374,0.0881248,2.47466,1.14075,-0.313736,-0.293463,0.486205
2.80179,2.23693,2.16702,-0.58108,0.348357,2.05839,1.00817,-0.196996,-0.195233,-0.243179
1.59996,1.55879,1.375,-0.467145,-0.183747,1.28009,1.12206,0.492758,0.189473,0.316171
2.75468,2.27308,1.74165,0.030607,-0.468495,1.67718,1.4697,-0.256564,0.567826,0.94415
2.18837,1.73559,1.68239,0.495476,0.167614,1.59901,0.991477,0.269643,-0.161834,0.0614328
2.21718,1.70488,1.29702,-0.183826,-0.561765,1.1545,1.34614,0.215524,0.826097,0.450381
2.13038,1.75392,1.44731,-0.543865,-0.327549,1.30062,1.24488,0.240165,0.128642,0.771463
1.44753,1.43113,1.35806,0.0368203,0.357833,1.30955,1.01134,-0.265041,-0.206612,0.171814
1.578,1.27365,1.16714,0.316253,0.176898,1.10946,1.04479,-0.254913,0.00338988,0.382404
2.86744,2.82636,2.49666,-0.462755,0.611977,2.37585,1.26797,0.424962,-0.602305,0.428973
3.05594,2.487,2.16756,0.379645,0.58899,2.05116,1.25772,-0.287332,-0.216787,0.756268
3.02077,2.27194,1.50657,-0.25767,0.409099,1.42688,1.70364,0.372557,-0.728668,1.16288
1.70155,1.63503,1.52941,-0.392227,-0.193687,1.46552,1.04389,0.303834,0.124313,0.318735
3.14002,2.55637,2.29871,-0.718638,0.343653,2.15628,1.19593,0.410647,0.046042,0.615747
1.29502,1.25405,1.19723,0.099597,-0.342931,1.14274,0.995084,-0.0850242,0.29642,0.121428
2.13336,1.6855,1.3194,-0.656991,-0.23964,1.11881,1.30437,0.484987,-0.0549873,0.763412
1.49042,1.326,1.2201,-0.462048,-0.360621,1.07009,1.04418,-0.172151,0.411148,0.106166
1.71638,1.67487,1.5435,0.343089,-0.353429,1.4628,1.06964,-0.316514,0.375602,0.150049
1.43055,1.38657,1.18602,0.379158,0.1576,1.11267,1.13882,-0.565747,-0.21572,0.223522
2.29647,1.52245,1.27612,0.401542,0.0977045,1.20735,1.1846,-0.201776,0.427667,0.547084
7.47858,4.79778,3.75508,0.865234,-0.621939,3.60072,1.98097,-0.916524,0.0255298,1.48433
1.84086,1.62789,1.48526,0.212107,-0.701087,1.29209,1.0809,0.220209,0.459343,0.168829
1.29304,1.25142,1.18852,-0.313052,-0.111682,1.1411,1.00117,0.300965,0.163125,0.0692923
1.70748,1.33979,1.29066,0.401056,0.0215543,1.22658,0.987398,0.0269009,-0.287705,0.10537
1.63343,1.45459,1.34779,0.0767366,0.433333,1.27392,1.04507,0.113254,-0.386642,0.222486
6.7439,6.41018,2.7314,-0.935296,-0.196467,2.55875,4.61705,0.908306,0.53064,4.39661
1.967,1.65443,1.30096,0.345582,0.209861,1.23654,1.29174,-0.339403,-0.334134,0.749268
1.40011,1.35752,1.27067,0.147195,0.332123,1.21764,1.02512,-0.166546,-0.227174,0.301928
1.29784,1.25645,1.15324,-0.164478,-0.333503,1.09165,1.04147,0.146783,0.342906,0.255312
1.39453,1.35222,1.18969,0.166551,0.338695,1.12823,1.10081,-0.191479,-0.453387,0.298669
1.94686,1.26399,1.18821,0.391679,0.0153082,1.1217,1.01405,-0.374235,-0.0732875,0.050243
1.59071,1.49398,1.43112,0.248398,-0.556336,1.29495,1.00114,-0.192373,0.248572,-0.152073
1.53391,1.49241,1.29953,0.314009,-0.35628,1.20965,1.13115,-0.335788,0.374813,0.381967
1.94893,1.90696,1.80629,0.396099,-0.355751,1.72604,1.03894,-0.340049,0.189784,0.217708
1.64824,1.60718,1.47413,-0.142092,0.471885,1.38932,1.07132,0.147992,-0.414728,0.271063
1.31979,1.19271,1.14085,0.303915,0.119457,1.09311,0.990132,-0.0577849,-0.153211,0.270543
2.4555,2.41301,2.09337,0.405631,-0.41696,2.01092,1.25792,-0.533766,0.391966,0.513278
1.94162,1.5013,1.24841,-0.370903,-0.204458,1.17437,1.19116,0.00878175,0.149002,0.718494
3.07479,2.76532,2.44075,0.711372,-0.721188,2.22061,1.26285,-0.187529,-0.189073,0.802192
1.60393,1.56255,1.44674,0.248687,-0.397583,1.36863,1.05408,-0.151914,0.399874,0.21852
1.52235,1.48104,1.41548,-0.124341,-0.401373,1.35167,1.00383,0.122574,0.326393,0.0759557
1.90535,1.61244,1.53408,0.386478,0.306824,1.45255,1.01664,-0.178379,-0.197643,-0.28691
1.46951,1.42839,1.24822,0.0166284,-0.581245,1.10451,1.11844,0.0143776,0.531995,0.295519
1.92523,1.42179,1.35737,0.219864,0.328882,1.29844,1.0027,0.326469,-0.129376,-0.0415997
2.04622,2.00429,1.77088,0.44757,0.210594,1.7004,1.17167,-0.515053,-0.223913,0.420774
1.30964,1.26649,1.20099,-0.306704,0.175937,1.14776,1.00377,0.318619,-0.156939,-0.0323768
3.63525,2.73415,2.18242,-0.214712,-0.632971,2.07755,1.49,0.239167,0.180929,1.11795
2.41533,2.35827,2.23418,-0.525938,0.263982,2.15529,1.06236,0.436955,-0.204242,-0.124979
1.72803,1.45596,1.26002,-0.1717,0.374345,1.19081,1.13422,-0.360736,-0.463732,0.24681
1.56193,1.35813,1.26271,0.20298,-0.313175,1.2063,1.03369,0.218694,0.312437,0.206687
3.84264,3.80149,2.6681,-0.248551,1.1037,2.41637,2.07166,0.259283,-1.14245,1.42794
1.94912,1.90789,1.75307,0.182972,0.437246,1.68777,1.0931,-0.219204,-0.442278,0.266169
2.87123,1.82254,1.76838,0.122466,0.490932,1.69445,0.992435,0.168274,-0.191128,0.199318
1.76265,1.31513,1.23628,-0.224458,-0.28733,1.18129,1.01712,0.155365,0.323232,0.159897
4.15955,1.34586,1.28321,-0.0986927,-0.338917,1.23371,1.00092,0.0161056,0.245987,0.246406
1.30684,1.16004,1.10693,0.114578,-0.435867,1.01104,0.991374,-0.0288052,0.211901,0.238193
1.59657,1.55432,1.40955,0.415063,-0.112641,1.34234,1.08304,-0.360657,0.165731,0.367545
2.42763,1.99821,1.77582,-0.469911,-0.0136448,1.71246,1.16066,0.60388,-0.197069,0.251546
1.97008,1.75036,1.47028,-0.0893211,-0.47058,1.39008,1.21835,-0.0538188,0.57183,0.523587
1.69735,1.65413,1.50274,-0.156103,-0.45028,1.42517,1.08967,-0.0320691,0.437357,0.338691
2.32377,1.81648,1.69215,0.436844,-0.148084,1.62807,1.06259,-0.341583,-0.199788,0.303574
1.56123,1.52015,1.43916,-0.0261798,-0.464798,1.36178,1.01926,0.0197379,0.370691,0.144002
2.78188,2.74052,2.48215,-0.642109,-0.114472,2.39493,1.19664,0.636944,0.0277162,0.380944
1.32034,1.27662,1.14067,-0.0748117,-0.291288,1.10031,1.07422,-0.0397582,0.404319,0.329459
2.49194,2.10426,1.8166,0.230957,0.487514,1.73466,1.22593,-0.0447568,-0.280033,0.73629
3.36259,3.08391,2.76224,-0.580419,-0.751053,2.59403,1.25994,0.35394,0.489569,0.584939
2.11814,1.38219,1.24766,0.105383,-0.360712,1.18972,1.07281,-0.49181,0.165435,-0.0363008
2.54329,1.4529,1.39014,-0.354738,0.0955411,1.34071,1.00104,0.0948491,0.25229,0.221546
1.75444,1.71273,1.56931,-0.160647,-0.540589,1.46448,1.08169,0.106657,0.411117,0.330607
1.76284,1.72076,1.57642,-0.075745,-0.535447,1.48076,1.08262,-0.0669308,0.466461,0.263901
1.66322,1.62001,1.54891,-0.259373,0.380876,1.47878,1.00937,0.065199,-0.360107,0.0673561
1.77544,1.62342,1.53374,-0.620354,0.0117824,1.40263,1.02796,0.23515,0.338849,0.0789155
6.26549,4.35122,3.83686,-0.545154,0.958446,3.67501,1.45263,0.484258,-0.312693,0.94736
1.40682,1.3112,1.16989,-0.0540708,0.413657,1.09298,1.07959,0.114504,-0.446407,0.269744
1.88129,1.83736,1.5656,-0.33693,-0.537326,1.43139,1.21004,0.483667,0.349712,0.477075
1.95567,1.80919,1.71511,0.203033,-0.567693,1.60565,1.03235,0.0545672,0.425621,0.0355814
3.11039,2.75326,2.34597,-0.577091,-0.513051,2.21525,1.34556,0.653865,0.496505,0.50607
1.56059,1.51798,1.30649,0.0930774,-0.469002,1.21585,1.14977,0.0146744,0.580065,0.323906
2.82475,2.78321,2.51282,0.169306,-0.762696,2.38829,1.20865,-0.131629,0.674131,0.329716
1.96136,1.9201,1.7637,0.284842,-0.384208,1.69761,1.09467,-0.289584,0.422311,0.236083
1.48023,1.43901,1.34362,-0.120822,0.381248,1.28272,1.03366,0.0862847,-0.355487,0.232986
3.26084,3.21938,2.85131,-0.646873,0.401965,2.74772,1.30634,0.568813,-0.434085,0.560538
2.9174,2.87415,2.18821,-0.128276,-0.736126,2.05668,1.62421,0.150245,0.844551,1.01087
1.91682,1.875,1.73407,0.454957,-0.113861,1.66944,1.07921,-0.426549,0.225509,0.227029
1.52976,1.48699,1.21975,0.488639,0.336446,1.06575,1.20551,-0.519372,-0.447318,0.32103
1.6284,1.20088,1.10844,0.338322,0.0296839,1.05513,1.03071,-0.169447,0.16897,0.353198
2.63003,2.38861,1.99922,0.194895,0.551277,1.9118,1.32767,-0.311617,-0.801613,0.377703
3.56046,2.68643,2.04968,-0.101372,-0.561045,1.96879,1.57502,0.268387,0.225869,1.21544
2.57648,2.2661,2.13938,-0.230082,-0.566167,2.05023,1.065,0.259127,0.410219,-0.135781
1.50367,1.46177,1.31157,-0.498376,0.0699375,1.21118,1.08847,0.482082,0.0605823,0.261426
1.5435,1.23467,1.1777,-0.24958,0.527262,1.02308,0.995237,0.0502663,-0.194726,0.264002
1.23783,1.16738,1.1161,0.0567216,0.358669,1.05537,0.989558,0.130719,-0.136439,0.251332
1.25755,1.21608,1.16183,-0.242802,0.208559,1.11687,0.992518,0.20718,-0.23951,0.0666942
1.21044,1.16941,1.11522,-0.0581052,-0.390433,1.04303,0.992464,0.0409987,0.299128,0.116068
1.53693,1.49584,1.4038,-0.36044,0.242499,1.33489,1.03031,0.348153,-0.19087,0.15345
2.00837,1.72425,1.66327,-0.114587,-0.54329,1.56785,0.999254,-0.250496,0.225545,-0.0673482
1.45693,1.41345,1.23736,0.328646,0.0296845,1.19254,1.11436,-0.485456,-0.0783147,0.3459
3.61162,2.00293,1.95003,0.484334,-0.402968,1.84545,0.991168,-0.0801368,-0.00775328,0.309157
1.86312,1.78553,1.40024,0.0277859,0.542475,1.29059,1.32356,-0.118868,-0.436035,0.81683
1.37519,1.33269,1.23317,-0.360288,-0.132012,1.17196,1.03779,0.284208,0.268832,0.20881
1.78737,1.47461,1.33233,0.217498,-0.500426,1.21547,1.08055,-0.201551,0.475446,0.143413
2.57833,2.28638,1.61589,-0.259936,-0.456797,1.52803,1.60876,0.360562,0.600988,1.10298
1.27429,1.23315,1.17556,-0.0611727,-0.381898,1.11011,0.995864,0.0699769,0.280708,0.166423
2.15294,2.11119,1.91031,-0.70638,-0.0679384,1.77362,1.13915,0.587941,0.0562235,0.261658
1.39434,1.35336,1.14859,-0.545937,0.202682,0.990013,1.14304,0.491975,-0.186152,0.38665
2.20795,2.16642,2.01164,-0.316453,-0.438281,1.93764,1.09305,0.30966,0.440282,0.157064
2.77231,2.44692,1.99622,0.201584,-0.584062,1.89819,1.38897,-0.151164,0.582,0.829033
2.41391,2.37053,2.13322,-0.135617,-0.55891,2.05423,1.17558,0.263718,0.448531,0.480515
1.37628,1.22513,1.13809,-0.373178,0.0942683,1.07103,1.02531,0.188557,0.02004,0.367352
2.0466,1.66753,1.61975,-0.555813,0.0918771,1.51862,0.986048,-0.0560366,-0.293895,0.0492111
4.79739,3.57737,1.84798,0.461047,-0.570839,1.69606,2.66766,-0.828243,-0.302345,2.33638
1.98394,1.34221,1.11641,-0.240941,-0.19112,1.07321,1.16408,0.37472,0.0417853,0.576684
3.89488,3.8516,3.17956,-0.731509,0.612884,3.03296,1.61031,0.736207,-0.443644,0.986882
1.80793,1.76683,1.24924,-0.56305,0.498996,0.997289,1.45586,0.558057,-0.535881,0.800356
3.6445,2.92008,2.71216,-0.873359,0.0289772,2.56753,1.1462,-0.179675,0.179321,0.607431
3.01397,2.83906,2.18112,0.92941,0.389754,1.93432,1.59622,-1.06092,-0.2149,0.704142
1.62593,1.48086,1.16244,0.441015,0.1539,1.06447,1.25669,-0.261387,0.212794,0.76506
1.44386,1.40141,1.33405,-0.261982,0.340115,1.26308,1.00563,0.290143,-0.156345,0.149383
1.69463,1.51676,1.21829,-0.495023,-0.345348,1.05826,1.23674,0.620295,0.294349,0.421627
2.89416,1.31805,1.26866,0.0356212,0.420958,1.19625,0.987657,-0.21075,0.00109683,0.225156
2.08669,2.04375,1.81029,-0.0427422,-0.571648,1.71713,1.17174,0.145441,0.64645,0.23143
1.96441,1.92301,1.75436,-0.163142,-0.473124,1.68146,1.10692,0.124111,0.520621,0.241805
1.45517,1.41316,1.31287,0.477078,-0.179885,1.20982,1.03857,-0.380757,0.20621,0.103788
3.09279,1.6503,1.43971,-0.0402097,-0.408525,1.37995,1.14886,0.241499,0.081951,0.611954
3.96493,2.42474,1.61247,-0.441969,0.677214,1.39503,1.75054,0.278747,-0.7731,1.22828
2.04798,1.84049,1.54279,-0.0438152,0.580453,1.42876,1.23597,-0.0913589,-0.61268,0.513362
2.93921,1.72326,1.48084,0.464527,-0.20159,1.39157,1.18069,0.128512,-0.000201289,0.705101
1.26487,1.22361,1.16145,-0.32778,-0.174427,1.1005,1.00043,0.292879,0.169391,0.077727
1.36709,1.3255,1.27148,0.111993,0.414598,1.19675,0.992297,-0.120289,-0.253797,0.159426
1.64166,1.60017,1.53334,-0.440013,-0.0283972,1.46857,1.0051,0.306693,-0.0185054,0.18833
1.82166,1.78047,1.59044,-0.383304,0.406541,1.48906,1.1283,0.418641,-0.357158,0.2998
1.37491,1.33365,1.28271,-0.306739,-0.191546,1.23068,0.989214,0.280239,0.107605,0.0898692
2.06938,2.04503,1.70582,-0.352061,0.403223,1.61966,1.27748,-0.0171751,-0.387983,0.775092
2.30297,1.92233,1.82443,-0.150921,0.554188,1.73166,1.03617,-0.192342,-0.392818,0.0446981
1.38198,1.33891,1.17848,-0.184109,0.334854,1.1148,1.09871,0.242184,-0.296082,0.424841
1.78065,1.73825,1.561,-0.337038,0.242019,1.50484,1.11552,0.425652,-0.213556,0.370469
2.96541,2.0106,1.92494,-0.830738,0.163114,1.72878,1.02393,0.0955888,-0.247602,0.312464
2.00453,1.84867,1.78319,-0.362927,-0.424229,1.69354,1.00375,0.289933,0.207509,-0.00688841
1.59546,1.55219,1.26058,-0.174774,-0.478953,1.15287,1.22988,0.351983,0.542735,0.462387
1.71245,1.46096,1.2468,0.0934066,0.396594,1.17834,1.15243,-0.147547,-0.465546,0.45742
2.255,1.52919,1.46271,-0.288673,-0.507181,1.34126,1.00475,-0.101357,-0.183805,0.291722
2.33177,2.29077,2.06274,-0.655082,0.00767763,1.95594,1.1663,0.590472,-0.00852708,0.36219
1.64514,1.23805,1.14004,0.195235,0.258255,1.0931,1.03628,0.186457,-0.393261,0.0640817
1.302,1.26001,1.20608,0.00133772,0.34098,1.15687,0.9922,-0.0184107,-0.322023,0.00823782
1.62236,1.57919,1.28255,-0.400663,-0.321494,1.17518,1.23491,0.518642,0.457306,0.408079
1.86883,1.82737,1.74446,-0.0503358,-0.464575,1.6807,1.02119,0.115249,0.352821,0.157188
1.27172,1.22848,1.11029,-0.0163674,0.343665,1.05564,1.05647,-0.0608137,-0.302723,0.374741
1.62699,1.58311,1.23366,-0.274154,-0.378814,1.1416,1.28773,0.372001,0.483876,0.636686
2.00954,1.59981,1.46582,0.291288,-0.371369,1.38776,1.07226,-0.00857266,0.199921,0.478891
1.25663,1.20142,1.14827,-0.117935,-0.354814,1.08568,0.991428,0.155917,0.180515,0.213725
1.36155,1.31864,1.21164,-0.321482,0.216631,1.14795,1.04527,0.198094,-0.24157,0.33858
1.8665,1.64496,1.45204,-0.47176,0.0117667,1.37321,1.1312,0.287438,0.0229652,0.562233
2.33537,2.20556,2.10215,0.262182,-0.520957,2.01963,1.04168,-0.419797,0.0980749,0.137466
2.16161,1.4163,1.24184,0.323788,0.6935,0.977944,1.11274,-0.050914,-0.404604,0.437642
1.59014,1.33103,1.27946,-0.26259,-0.220983,1.23257,0.989844,0.0234954,0.31413,0.0143681
4.15271,3.86088,3.06901,1.03083,0.0950709,2.88914,1.73015,-0.703931,-0.555091,1.1443
5.75632,3.40727,3.29906,-0.700731,-0.956041,3.07876,1.04649,0.380183,0.239908,0.112648
1.76993,1.72868,1.53452,-0.459701,0.30927,1.43101,1.13243,0.460419,-0.24161,0.362879
3.4293,2.15093,2.03316,-0.542231,-0.499772,1.89472,1.05604,0.0806543,0.0771727,0.471593
1.30514,1.26406,1.21324,0.246405,-0.212534,1.16878,0.989095,-0.194358,0.212193,0.123101
2.38123,2.23982,2.1855,-0.250756,-0.527131,2.1061,0.992587,0.316547,0.0136932,-0.0669754
1.2751,1.23136,1.17509,-0.206685,-0.30463,1.11594,0.994539,0.16351,0.279132,-0.0640475
1.5373,1.49302,1.21539,-0.260571,0.374805,1.1264,1.21591,0.398079,-0.553414,0.365164
2.06592,1.83431,1.76998,-0.150578,0.442935,1.70703,1.0026,0.165787,-0.182341,0.253221
1.71429,1.67272,1.55133,-0.0948958,0.482528,1.47132,1.05966,0.0814701,-0.379207,0.303465
1.3348,1.29329,1.16636,0.356845,0.320324,1.06323,1.0652,-0.354791,-0.320759,0.159767
3.24026,2.75729,2.34601,-0.196345,-0.605387,2.25803,1.34956,0.185014,0.741472,0.59744
3.66101,2.93191,2.8806,0.109148,0.779325,2.77103,0.989585,-0.107442,0.0162466,0.295155
